,rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings
80,81,Crisis Action: 5th Anniversary,875257,10000000,3,0.1,0.2,0.0,ACTION,550679,68691,58297,34315,163272
81,82,Supreme Duelist Stickman,875065,100000000,4,6.4,14.5,0.0,ACTION,702488,63211,30606,16093,62664
82,83,Miraculous Ladybug & Cat Noir,864581,100000000,4,2.5,5.3,0.0,ACTION,650499,70109,36672,23021,84278
83,84,Injustice 2,809654,10000000,4,0.5,1.3,0.0,ACTION,537380,104057,50801,25962,91451
84,85,NARUTO X BORUTO NINJA VOLTAGE,809487,10000000,4,1.9,4.2,0.0,ACTION,550198,75892,46216,25340,111839
85,86,Flippy Knife,808331,10000000,4,0.3,0.8,0.0,ACTION,514130,120636,67629,30074,75860
86,87,Bus Rush,800432,100000000,4,0.1,0.2,0.0,ACTION,565625,79308,51475,23173,80847
87,88,BLOOD & GLORY,799866,10000000,3,0.0,0.0,0.0,ACTION,487332,76581,33776,18217,183958
88,89,Murder us,799114,10000000,4,2.9,9.0,0.0,ACTION,628812,68233,33155,13323,55590
89,90,Robbery Bob 2: Double Trouble,794575,50000000,4,1.7,3.6,0.0,ACTION,614844,53826,33678,20882,71341
90,91,Shadow Fight 2,792071,100000000,4,0.1,0.2,0.0,ACTION,680584,47463,18399,8824,36799
91,92,Vector 2,788653,50000000,4,0.3,0.7,0.0,ACTION,537934,79339,56540,30852,83985
92,93,Slap Kings,777188,50000000,4,1.4,3.1,0.0,ACTION,551328,86449,45301,21966,72141
93,94,Bed Wars,771254,50000000,4,3.0,6.6,0.0,ACTION,542497,74237,39639,20325,94553
94,95,Modern Ops - Online FPS (Gun Games Shooter),764042,10000000,4,3.0,7.1,0.0,ACTION,585204,77395,31524,15502,54414
95,96,Bullet Force,756002,10000000,3,0.1,0.1,0.0,ACTION,434187,90078,58506,35311,137917
96,97,SHADOWGUN: DEADZONE,748945,10000000,4,0.1,0.3,0.0,ACTION,554163,80239,38183,14231,62125
97,98,Royal Revolt 2: Tower Defense RTS & Castle Builder,727627,10000000,4,0.1,0.1,0.0,ACTION,541833,91851,33669,12216,48055
98,99,Lara Croft: Relic Run,718905,10000000,4,0.2,0.5,0.0,ACTION,445276,83143,55372,35836,99275
99,100,WWE Mayhem,703514,10000000,4,0.6,1.3,0.0,ACTION,519090,68518,34658,17634,63612
100,1,Roblox,21820451,100000000,4,2.6,5.7,0.0,ADVENTURE,16674013,1916826,822266,423122,1984222
101,2,Pokémon GO,14541662,100000000,4,0.5,0.9,0.0,ADVENTURE,9517488,1746849,883965,452314,1941044
102,3,Criminal Case,4273420,100000000,4,0.1,0.2,0.0,ADVENTURE,3264905,445397,217853,93681,251581
103,4,쿠키런 for Kakao,2544322,10000000,4,0.0,0.0,0.0,ADVENTURE,1722222,323198,198160,74312,226427
104,5,Harry Potter: Hogwarts Mystery,2258595,50000000,4,1.5,3.3,0.0,ADVENTURE,1659776,310670,122549,48906,116692
105,6,Kiloblocks Lite,2078458,100000000,3,0.0,0.0,0.0,ADVENTURE,1166370,247385,221072,104655,338974
106,7,Mini World: Block Art,2016845,50000000,4,15364.2,5.2,0.0,ADVENTURE,1423448,161233,90975,57560,283626
107,8,BADLAND,1585186,10000000,4,0.1,0.2,0.0,ADVENTURE,1211041,177267,74388,29809,92678
108,9,Genshin Impact,1550978,10000000,4,6.2,15.5,0.0,ADVENTURE,1248963,139513,50491,23697,88311
109,10,Ice Age Adventures,1434245,50000000,4,0.1,0.1,0.0,ADVENTURE,943752,176055,111141,53711,149584
110,11,The Walking Dead: Season One,1279866,10000000,4,0.1,0.3,0.0,ADVENTURE,990768,104418,57683,28206,98788
111,12,Benji Bananas,1164984,50000000,4,0.1,0.3,0.0,ADVENTURE,851605,128930,74782,26563,83101
112,13,KIM KARDASHIAN: HOLLYWOOD,1096282,10000000,4,0.1,0.1,0.0,ADVENTURE,754581,139419,71549,32075,98655
113,14,Growtopia,1014301,10000000,3,0.3,0.7,0.0,ADVENTURE,542530,73688,72005,51658,274417
114,15,Family Guy The Quest for Stuff,1008075,10000000,3,0.0,0.0,0.0,ADVENTURE,587972,126076,79831,49340,164854
115,16,The Secret Society - Hidden Objects Mystery,892542,5000000,4,0.1,0.1,0.0,ADVENTURE,532135,214918,102189,19643,23655
116,17,June's Journey: Hidden Objects,830121,10000000,4,1.9,4.0,0.0,ADVENTURE,580582,143752,41142,16642,48000
117,18,Murder in the Alps,822854,10000000,4,1.0,2.2,0.0,ADVENTURE,499384,155809,79328,34103,54228
118,19,Tiny Miner,753449,5000000,4,0.0,0.0,0.0,ADVENTURE,583782,93073,41661,10380,24550
119,20,Rayman Adventures,734291,10000000,4,0.2,0.5,0.0,ADVENTURE,548689,77834,37498,17379,52889
120,21,Swordigo,728187,10000000,4,0.5,1.0,0.0,ADVENTURE,601386,54972,24205,10694,36927
121,22,The Walking Dead: Season Two,677145,10000000,4,0.1,0.3,0.0,ADVENTURE,526704,54521,28494,14271,53152
122,23,Eyes: Scary Thriller - Creepy Horror Game,668761,10000000,4,1.1,2.2,0.0,ADVENTURE,502309,64074,32411,16085,53879
123,24,ARK: Survival Evolved,653025,10000000,4,2.6,5.5,0.0,ADVENTURE,422638,69283,42381,23676,95044
124,25,WorldCraft: 3D Build & Block Craft,637160,10000000,3,517.9,0.4,0.0,ADVENTURE,334913,57505,45776,33167,165796
125,26,Sonic Forces – Multiplayer Racing & Battle Game,625580,50000000,4,2.4,4.5,0.0,ADVENTURE,475950,58024,26954,14907,49743
126,27,RealmCraft with Skins Export to Minecraft,554454,50000000,4,2.0,4.4,0.0,ADVENTURE,378346,47366,27814,19163,81761
127,28,House Designer : Fix & Flip,549049,50000000,4,2.3,5.1,0.0,ADVENTURE,361061,64373,35178,20635,67799
128,29,Beggar Life - Clicker adventure,545166,5000000,4,0.1,0.0,0.0,ADVENTURE,367186,59836,37681,19145,61316
129,30,Animation Throwdown: The Collectible Card Game,532248,10000000,4,0.4,0.7,0.0,ADVENTURE,371942,93262,27248,11087,28706
130,31,Jurassic World Alive,530520,10000000,4,0.9,1.8,0.0,ADVENTURE,372553,68645,29737,14509,45074
131,32,Seekers Notes: Hidden Mystery,526594,10000000,4,0.6,1.2,0.0,ADVENTURE,329694,100003,44311,18809,33774
132,33,Mystery Manor: hidden objects,505541,10000000,4,2.3,5.3,0.0,ADVENTURE,359523,111661,17212,5896,11246
133,34,Crab War : Idle Swarm Evolution,495725,5000000,4,0.4,0.8,0.0,ADVENTURE,368974,72587,28261,8217,17684
134,35,Cyber Hunter,491846,10000000,4,0.5,0.9,0.0,ADVENTURE,312123,47791,31641,19418,80871
135,36,Diggy's Adventure: Mine Maze Levels & Pipe Puzzles,486767,10000000,4,0.7,1.7,0.0,ADVENTURE,335639,79203,27697,11655,32572
136,37,Ninja Arashi,476258,10000000,4,1.2,2.7,0.0,ADVENTURE,371122,46567,19971,9337,29259
137,38,LONEWOLF (17+) - a Sniper Story,443044,10000000,4,0.8,1.5,0.0,ADVENTURE,340597,55084,18141,7442,21778
138,39,Super Bob's World: Jungle Adventure- Free Run Game,442542,100000000,4,2.4,6.0,0.0,ADVENTURE,310760,41967,23638,14983,51191
139,40,Monster Warlord,434780,10000000,4,0.0,0.0,0.0,ADVENTURE,282007,58193,28882,13327,52369
140,41,Ingress Prime,428566,10000000,3,0.2,0.5,0.0,ADVENTURE,198352,56692,32869,24522,116130
141,42,Hidden Hotel: Miami Mystery,394199,10000000,4,0.6,1.3,0.0,ADVENTURE,259228,58165,28583,14117,34104
142,43,Survivors: The Quest,376854,1000000,4,1.2,2.5,0.0,ADVENTURE,210364,86173,53464,12423,14428
143,44,Manor Matters,373672,10000000,4,14.4,22.8,0.0,ADVENTURE,266506,60287,23503,7143,16231
144,45,Hard Time (Prison Sim),347489,10000000,3,0.6,1.4,0.0,ADVENTURE,213419,36163,25947,15482,56474
145,46,Draw a Stickman: EPIC 2,342940,10000000,3,0.7,1.7,0.0,ADVENTURE,210677,36908,25365,16060,53928
146,47,Westland Survival - Be a survivor in the Wild West,340647,10000000,4,2.0,4.9,0.0,ADVENTURE,240206,48397,20907,8870,22265
147,48,Transformers: RobotsInDisguise,326203,10000000,4,2283.0,0.4,0.0,ADVENTURE,238366,24575,15568,9217,38476
148,49,Crafting and Building,326177,10000000,4,11.7,27.8,0.0,ADVENTURE,248268,27790,11796,6681,31639
149,50,Ghost Town Adventures: Mystery Riddles Game,321154,10000000,4,0.1,0.2,0.0,ADVENTURE,205269,43812,25070,13274,33726
150,51,Hello Neighbor,320317,10000000,4,1027.4,17.4,0.0,ADVENTURE,208001,29851,19215,12693,50554
151,52,Piggy Boom-Be the island king,317393,10000000,4,0.1,0.2,0.0,ADVENTURE,254347,21977,13156,5943,21967
152,53,KENDALL & KYLIE,316902,5000000,4,0.0,0.1,0.0,ADVENTURE,237051,31312,17425,8567,22544
153,54,Shipwrecked:Castaway Island,316484,10000000,4,0.0,0.0,0.0,ADVENTURE,261012,25341,11826,4778,13525
154,55,Harry Potter: Wizards Unite,315349,10000000,3,0.2,0.5,0.0,ADVENTURE,147620,48065,29967,21162,68532
155,56,Masha and the Bear Child Games,310393,50000000,4,0.3,0.7,0.0,ADVENTURE,216151,24597,17098,10149,42396
156,57,Mirrors of Albion,302458,10000000,4,0.0,0.0,0.0,ADVENTURE,209809,34317,20129,11172,27028
157,58,Ninja warrior: legend of adventure games,299697,10000000,4,5.0,10.2,0.0,ADVENTURE,223886,21973,14655,8777,30403
158,59,Diamond Quest: Don't Rush!,276333,10000000,4,0.5,1.2,0.0,ADVENTURE,202494,37063,16735,6257,13781
159,60,Westbound:Perils Ranch,269887,10000000,4,0.0,60.6,0.0,ADVENTURE,215891,22409,13503,5547,12534
160,61,Clumsy Ninja,267176,10000000,4,0.1,0.1,0.0,ADVENTURE,203138,20459,11244,6006,26326
161,62,LEGO® Star Wars™: TFA,248376,10000000,3,0.8,1.7,0.0,ADVENTURE,156766,21189,14838,10225,45355
162,63,Tinker Island - Survival Story Adventure,245912,5000000,4,0.5,1.1,0.0,ADVENTURE,157308,34746,19289,10917,23650
163,64,FPS Commando Secret Mission - Free Shooting Games,244108,100000000,4,7.0,17.0,0.0,ADVENTURE,162830,18935,13921,9969,38451
164,65,﻿Dragon Land,241766,10000000,4,0.4,0.9,0.0,ADVENTURE,174210,25753,14123,7011,20666
165,66,The Island Castaway: Lost World®,237178,1000000,4,0.3,0.6,0.0,ADVENTURE,140986,51097,29799,6942,8351
166,67,Criminal Case: Pacific Bay,236968,10000000,4,0.3,0.5,0.0,ADVENTURE,178035,28566,13369,5155,11840
167,68,The Wolf Among Us,236324,5000000,4,0.2,0.4,0.0,ADVENTURE,179887,22918,10579,5559,17378
168,69,Dead Ninja Mortal Shadow,235190,5000000,4,0.0,0.1,0.0,ADVENTURE,180024,25247,13218,3889,12808
169,70,BlockStarPlanet,232238,10000000,3,0.6,1.3,0.0,ADVENTURE,139009,29963,15906,9032,38326
170,71,Street Chaser,228860,50000000,4,5156.3,6.8,0.0,ADVENTURE,155724,17892,13469,9404,32368
171,72,Draw a Stickman: EPIC Free,228093,10000000,3,0.1,0.2,0.0,ADVENTURE,137922,23910,18607,10966,36685
172,73,"Hotel Transylvania Adventures - Run, Jump, Build!",220878,10000000,4,1.1,2.4,0.0,ADVENTURE,162516,19437,10535,6342,22045
173,74,Benji Bananas Adventures,220154,10000000,4,0.0,0.1,0.0,ADVENTURE,157452,29143,14521,4294,14741
174,75,Seven - Deadly Revelation - Horror Chat Adventure,214038,1000000,4,0.8,1.9,0.0,ADVENTURE,148804,36783,15996,4554,7899
175,76,Survival Island: EVO 2,212099,10000000,3,0.1,0.2,0.0,ADVENTURE,119575,23404,18969,9375,40773
176,77,Zoo 2: Animal Park,209326,10000000,4,1.7,5.1,0.0,ADVENTURE,135267,34179,15209,7029,17639
177,78,Spider Rope Hero - Gangster New York City,205339,10000000,4,5.0,11.4,0.0,ADVENTURE,157834,9984,7605,5007,24906
178,79,Hidden City: Hidden Object Adventure,202932,10000000,4,0.1,0.1,0.0,ADVENTURE,120363,50493,20584,4941,6548
179,80,CASE: Animatronics - Horror game,198913,5000000,4,1.2,2.4,0.0,ADVENTURE,154771,19840,8313,3912,12075
180,81,Super City (Superhero Sim),196731,10000000,4,2.0,5.0,0.0,ADVENTURE,140066,18997,10561,6110,20994
181,82,3D Maze / Labyrinth,195798,10000000,3,0.1,0.3,0.0,ADVENTURE,98812,18705,18566,10027,49686
182,83,MultiCraft ― Build and Mine! 👍,192892,10000000,4,7.4,19.4,0.0,ADVENTURE,129555,15897,9752,6792,30894
183,84,Friendzoned,187523,1000000,4,1.1,3.0,0.0,ADVENTURE,153686,22367,6679,1949,2839
184,85,Nobodies: Murder Cleaner,184387,5000000,4,1.1,2.2,0.0,ADVENTURE,137725,24816,9649,4022,8173
185,86,Adventure Time: Heroes of Ooo,184296,10000000,4,0.1,0.3,0.0,ADVENTURE,127282,17122,11488,6373,22028
186,87,Homicide Squad: New York Cases,181431,1000000,4,1.7,3.9,0.0,ADVENTURE,118453,37881,17008,3258,4828
187,88,Critical Action :Gun Strike Ops - Shooting Game,176486,50000000,4,1.8,3.9,0.0,ADVENTURE,115933,13880,9575,6955,30141
188,89,Futurama: Worlds of Tomorrow,174281,5000000,4,0.2,0.4,0.0,ADVENTURE,102685,29511,14650,7075,20357
189,90,Jurassic Survival Island: Dinosaurs & Craft,173009,10000000,4,0.7,1.4,0.0,ADVENTURE,112463,17402,9523,6694,26925
190,91,Jungle Adventures,167371,10000000,4,0.9,1.9,0.0,ADVENTURE,119216,14108,9116,6127,18801
191,92,Soda Dungeon,166142,1000000,4,0.1,0.3,0.0,ADVENTURE,130867,22259,6726,1980,4308
192,93,Draw Your Game,165363,10000000,3,0.3,0.7,0.0,ADVENTURE,82072,18237,15811,10471,38770
193,94,Epic Heroes - Dragon fight legends,164143,1000000,4,1446.6,1.0,0.0,ADVENTURE,126888,15295,8052,3446,10459
194,95,Castle Cats - Idle Hero RPG,164000,5000000,4,0.8,1.6,0.0,ADVENTURE,138571,12269,4782,2475,5900
195,96,Treasure Diving,162534,1000000,4,0.0,264.0,0.0,ADVENTURE,139554,12547,5061,1647,3723
196,97,PlanetCraft: Block Craft Games,159801,10000000,3,1.2,2.6,0.0,ADVENTURE,97662,15566,9679,6406,30485
197,98,Bunny Skater,155657,10000000,4,0.2,0.4,0.0,ADVENTURE,112657,13089,9609,4869,15429
198,99,Dinos Online,155193,5000000,4,0.6,1.4,0.0,ADVENTURE,102527,16613,9828,5977,20246
199,100,Prison Escape Puzzle: Adventure,154835,10000000,4,0.3,0.7,0.0,ADVENTURE,99726,22100,12197,5612,15197
200,1,Subway Surfers,35665901,1000000000,4,0.5,1.0,0.0,ARCADE,27138572,3366600,1622695,814890,2723142
201,2,Hungry Shark Evolution - Offline survival game,7202013,100000000,4,0.4,0.8,0.0,ARCADE,5220860,792543,404086,191098,593424
202,3,Geometry Dash Lite,6960814,100000000,4,421.7,0.9,0.0,ARCADE,4787054,831967,432708,188672,720411
203,4,Zombie Tsunami,5903477,100000000,4,0.4,0.8,0.0,ARCADE,4295577,615956,339838,159034,493070
204,5,Sonic Dash - Endless Running & Racing Game,5402149,100000000,4,0.7,1.5,0.0,ARCADE,4290826,539449,214946,88100,268825
205,6,Fruit Ninja®,5367599,100000000,4,0.2,0.4,0.0,ARCADE,3745457,583916,354239,150993,532992
206,7,Jetpack Joyride,4919742,100000000,4,0.1,0.2,0.0,ARCADE,3676322,567777,271954,94004,309682
207,8,Temple Run,4816448,500000000,4,0.7,1.5,0.0,ARCADE,3184391,438320,318164,204384,671187
208,9,Cooking Fever – Restaurant Game,4565220,100000000,4,0.6,1.2,0.0,ARCADE,3220230,532157,287592,139793,385446
209,10,Minecraft,4100452,10000000,4,234.3,2.4,7.49,ARCADE,3324435,317144,135048,65677,258146
210,11,Vector,3398125,100000000,4,0.2,0.5,0.0,ARCADE,2395375,354636,204730,99007,344374
211,12,Granny,3290970,100000000,4,1.4,2.9,0.0,ARCADE,2393224,283587,152239,95032,366885
212,13,DragonFlight,2858076,10000000,4,0.0,0.2,0.0,ARCADE,1795281,475749,286985,88464,211595
213,14,Red Ball 4,2342083,100000000,4,1.0,2.1,0.0,ARCADE,1816379,198405,90386,47422,189489
214,15,Minecraft Trial,2222817,100000000,4,3.5,7.7,0.0,ARCADE,1461686,192188,120639,79343,368958
215,16,Block Craft 3D: Building Simulator Games For Free,2156973,100000000,4,1.8,3.9,0.0,ARCADE,1510574,191501,113211,71395,270289
216,17,Cooking Madness - A Chef's Restaurant Games,2096404,100000000,4,1.8,3.4,0.0,ARCADE,1726149,161104,70669,34470,104010
217,18,Blockman Go,2062961,50000000,4,3.7,8.6,0.0,ARCADE,1624579,147084,71698,37603,181994
218,19,Galaxy Attack: Alien Shooter,1988570,100000000,4,1.2,2.6,0.0,ARCADE,1572089,156316,80008,41595,138560
219,20,Paper.io 2,1910010,100000000,3,0.3,0.7,0.0,ARCADE,1110353,239968,152266,89330,318090
220,21,Angry Birds Transformers,1900382,50000000,4,0.2,0.4,0.0,ARCADE,1512745,178112,72290,31011,106221
221,22,Hungry Shark World,1858504,100000000,4,1.5,2.5,0.0,ARCADE,1420595,193116,86126,40095,118569
222,23,Glow Hockey,1793741,100000000,4,0.1,0.2,0.0,ARCADE,1171395,203409,147447,59488,212000
223,24,Geometry Dash Meltdown,1735909,50000000,4,0.4,0.7,0.0,ARCADE,1300677,187802,93990,34872,118566
224,25,Angry Birds Seasons,1679572,100000000,4,0.0,0.0,0.0,ARCADE,1242877,203320,96109,40077,97187
225,26,윈드러너,1573012,10000000,3,0.0,0.1,0.0,ARCADE,940005,180923,135759,68822,247501
226,27,Crowd City,1564855,100000000,4,0.6,1.4,0.0,ARCADE,1071973,156950,94348,56534,185047
227,28,Join Clash 3D,1493740,100000000,4,4.5,14.0,0.0,ARCADE,934431,158781,126162,67909,206456
228,29,Tank Stars,1471629,100000000,4,1.5,3.4,0.0,ARCADE,975205,141609,89864,56824,208125
229,30,Angry Birds Classic,1470166,100000000,4,0.0,0.0,0.0,ARCADE,1069403,194779,77716,36573,91693
230,31,Brothers in Arms® 3,1458849,10000000,4,0.2,0.3,0.0,ARCADE,1012396,180762,89016,37984,138688
231,32,Rise Up,1340841,100000000,3,0.7,1.2,0.0,ARCADE,725819,164205,142281,80224,228309
232,33,Payback 2 - The Battle Sandbox,1337580,100000000,4,2.7,5.6,0.0,ARCADE,1013921,120437,57288,31344,114587
233,34,Angry Birds Space,1254191,100000000,4,0.1,0.3,0.0,ARCADE,921162,142312,80488,32165,78061
234,35,Skater Boy,1215112,100000000,4,0.1,0.1,0.0,ARCADE,914036,101920,67294,27922,103938
235,36,Ant Smasher,1205884,100000000,4,0.0,0.1,0.0,ARCADE,770961,125694,97115,38288,173823
236,37,Partymasters - Fun Idle Game,1188910,50000000,4,0.1,0.3,0.0,ARCADE,785999,93502,67304,41596,200506
237,38,Tap Tap Dash,1153022,50000000,4,0.2,0.4,0.0,ARCADE,767538,152124,84721,37763,110873
238,39,101-in-1 Games,1136712,10000000,4,0.0,0.1,0.0,ARCADE,794750,206822,80806,14190,40143
239,40,Doodle Jump,1132730,50000000,4,0.1,0.1,0.0,ARCADE,829701,135593,64673,23686,79075
240,41,Hole.io,1102273,100000000,4,0.4,0.8,0.0,ARCADE,690857,140198,76072,45368,149775
241,42,Zombie Roadkill 3D,1089029,50000000,4,0.4,0.8,0.0,ARCADE,749202,118094,74237,36598,110896
242,43,Rider,1082604,50000000,4,0.8,1.8,0.0,ARCADE,649183,141827,91623,48150,151818
243,44,Lep's World 2,1079670,100000000,4,0.5,1.0,0.0,ARCADE,811052,81884,50974,31690,104068
244,45,Lep's World,1079537,100000000,4,1.1,2.3,0.0,ARCADE,836216,78970,45685,27253,91411
245,46,Angry Birds Friends,1066764,100000000,4,1.0,1.9,0.0,ARCADE,730329,115731,66556,33722,120423
246,47,Geometry Dash World,1042160,50000000,4,1.1,1.9,0.0,ARCADE,760677,112796,55978,23795,88911
247,48,Rail Rush,1040051,50000000,4,0.2,0.5,0.0,ARCADE,774936,103632,58908,24854,77719
248,49,Lep's World 3,988381,50000000,4,0.4,0.9,0.0,ARCADE,752024,81739,45929,26358,82328
249,50,Knife Hit,955594,100000000,4,1.2,2.5,0.0,ARCADE,684749,89958,58706,31681,90497
250,51,Stickman Party: 1 2 3 4 Player Games Free,949510,100000000,4,6.5,14.0,0.0,ARCADE,736043,64772,37205,22355,89132
251,52,Zombie Smasher,926298,50000000,4,0.1,0.2,0.0,ARCADE,671799,107479,61137,20868,65013
252,53,1945 Air Force - Airplane Shooting Games,923982,50000000,4,9.2,19.1,0.0,ARCADE,712509,111993,45974,15592,37912
253,54,Stack Ball - Blast through platforms,903937,100000000,4,3.3,7.8,0.0,ARCADE,602667,87709,60378,37674,115506
254,55,Cookie Run: OvenBreak - Endless Running Platformer,883825,10000000,4,0.7,1.5,0.0,ARCADE,658521,87562,42961,20344,74434
255,56,Subway Princess Runner,878563,100000000,4,5.6,11.2,0.0,ARCADE,594828,74318,50544,35093,123778
256,57,PAC-MAN,860147,100000000,3,0.3,0.7,0.0,ARCADE,523785,98246,65754,38475,133885
257,58,Smash Hit,827611,100000000,4,0.0,0.1,0.0,ARCADE,647207,100159,36474,9363,34405
258,59,Multiplayer for Minecraft PE - MCPE Servers,791425,10000000,4,0.3,0.7,0.0,ARCADE,534451,43551,39653,26844,146923
259,60,Granny: Chapter Two,784985,50000000,4,4.4,9.6,0.0,ARCADE,587579,62902,32887,21327,80287
260,61,Geometry Dash,777941,1000000,4,0.7,1.3,1.99,ARCADE,636912,73308,24749,9026,33945
261,62,Jewels Switch,752635,10000000,4,0.0,0.1,0.0,ARCADE,603783,86183,31653,9078,21935
262,63,LokiCraft,715951,50000000,4,7.3,16.5,0.0,ARCADE,483133,69181,37056,24468,102110
263,64,Stupid Zombies,693956,50000000,4,0.9,1.9,0.0,ARCADE,463486,77216,51767,26398,75087
264,65,Stick Hero,690642,10000000,4,0.0,0.0,0.0,ARCADE,457100,98199,54710,19396,61235
265,66,Sonic Dash 2: Sonic Boom,662256,100000000,4,0.8,863.6,0.0,ARCADE,469634,59835,38697,23160,70927
266,67,Sky Whale,660553,10000000,4,0.1,0.3,0.0,ARCADE,483682,62930,37560,17430,58950
267,68,Space shooter - Galaxy attack - Galaxy shooter,656039,50000000,4,4.6,10.4,0.0,ARCADE,555192,41420,18778,9270,31377
268,69,Sky Roller,636293,100000000,4,2.1,4.8,0.0,ARCADE,455906,62932,29296,20066,68091
269,70,Geometry Dash SubZero,626542,50000000,4,2.6,4.7,0.0,ARCADE,484878,59816,27043,11050,43753
270,71,Color Bump 3D,621232,100000000,3,1117.1,1107.1,0.0,ARCADE,367867,71578,67163,34403,80219
271,72,Draw it,620257,50000000,3,0.9,1.9,0.0,ARCADE,355568,93220,54643,31418,85405
272,73,Fernanfloo,609853,10000000,4,0.2,0.4,0.0,ARCADE,522395,32985,15337,7428,31705
273,74,Cartoon Wars,588562,10000000,4,0.0,0.0,0.0,ARCADE,376960,58234,42194,17599,93573
274,75,Run,581821,10000000,4,77.5,0.3,0.0,ARCADE,450597,64012,26420,9972,30817
275,76,Snake VS Block,572863,50000000,4,0.1,0.2,0.0,ARCADE,323922,96008,55435,27358,70138
276,77,Zombie World War,561461,10000000,4,0.0,0.1,0.0,ARCADE,344081,93766,60771,20160,42680
277,78,My Boy! Free - GBA Emulator,556766,10000000,4,0.3,0.6,0.0,ARCADE,417025,52081,24677,10020,52961
278,79,Burrito Bison: Launcha Libre,541549,10000000,4,1.4,2.4,0.0,ARCADE,450604,55216,17728,5449,12549
279,80,Bricks Ball Crusher,532569,10000000,4,2.7,5.9,0.0,ARCADE,395621,48350,27559,12339,48696
280,81,Daddy Long Legs,532176,10000000,4,0.0,0.0,0.0,ARCADE,353695,83149,33681,15527,46122
281,82,Galactic Attack - Classic Shooter : Falcon Squad,509654,50000000,4,1.8,3.0,0.0,ARCADE,407365,41520,18908,9863,31996
282,83,Stickman Hook,506876,50000000,3,0.5,1.2,0.0,ARCADE,290763,74910,50722,25625,64853
283,84,Jewels Legend - Match 3 Puzzle,497484,10000000,4,0.4,0.8,0.0,ARCADE,405757,48566,18492,6533,18133
284,85,BBTAN by 111%,476858,10000000,4,2948.2,0.1,0.0,ARCADE,329614,64312,32355,11652,38924
285,86,Prize Claw,473706,50000000,4,0.1,0.1,0.0,ARCADE,296894,49159,43940,18046,65665
286,87,Ball Blast,470099,10000000,4,0.9,1.8,0.0,ARCADE,315988,61332,27827,14373,50577
287,88,Will Hero,467497,10000000,4,0.6,1.5,0.0,ARCADE,317484,54366,29299,12418,53927
288,89,Monster Dash,466518,10000000,4,0.1,0.1,0.0,ARCADE,340776,51499,28569,9164,36508
289,90,Duet,460549,10000000,4,0.2,0.3,0.0,ARCADE,368057,49159,18102,6607,18622
290,91,Infinite Stairs,458684,10000000,4,1.3,2.5,0.0,ARCADE,308505,50335,25797,12264,61781
291,92,Slendrina:The Cellar (Free),449205,10000000,4,0.6,1.3,0.0,ARCADE,311382,35677,23861,16154,62128
292,93,Run Sausage Run!,448716,100000000,3,0.5,1.2,0.0,ARCADE,271968,45329,35060,22824,73533
293,94,Human Evolution Clicker: Tap and Evolve Life Forms,447522,10000000,4,990.2,0.7,0.0,ARCADE,268067,58110,41935,22944,56463
294,95,Sky Force 2014,446946,10000000,4,0.1,0.2,0.0,ARCADE,331761,57741,25895,9077,22469
295,96,Bouncemasters,441188,50000000,4,1.8,4.4,0.0,ARCADE,310177,39918,27014,15030,49046
296,97,Tank Hero,438162,10000000,4,0.1,0.1,0.0,ARCADE,309059,54390,26775,10700,37236
297,98,Nyan Cat: Lost In Space,429256,10000000,4,0.3,0.6,0.0,ARCADE,318853,42785,22872,11416,33328
298,99,Stack,426000,50000000,4,0.1,0.2,0.0,ARCADE,255915,70110,42076,15851,42046
299,100,Paper.io,418663,10000000,3,0.3,0.6,0.0,ARCADE,218936,46999,31975,20348,100402
300,1,Ludo King™,7512316,500000000,4,4.0,6.5,0.0,BOARD,5291589,773193,369290,204053,874188
301,2,Happy Color™ – Color by Number. Coloring games.,2516777,100000000,4,250.5,2.9,0.0,BOARD,1927153,358243,109137,38480,83762
302,3,101 Yüzbir Okey Plus,2430531,10000000,4,0.2,0.5,0.0,BOARD,1763377,127289,78458,41427,419978
303,4,Parchisi STAR Online,2131083,50000000,4,1.5,3.2,0.0,BOARD,1587565,176498,89205,46088,231725
304,5,모두의마블,1590460,10000000,3,0.0,0.0,0.0,BOARD,664388,137875,140391,88652,559151
305,6,Chess,1578022,100000000,4,1.9,4.0,0.0,BOARD,1097787,214381,99477,41236,125138
306,7,Paint By Number - Coloring Book & Color by Number,1283404,100000000,4,528.5,5.2,0.0,BOARD,995139,130393,56747,27061,74062
307,8,Ludo Club - Fun Dice Game,1273770,100000000,4,2.6,5.1,0.0,BOARD,929697,113906,53688,29740,146737
308,9,Okey Plus,1245352,10000000,4,0.1,0.2,0.0,BOARD,963785,69907,41197,17092,153370
309,10,Dominoes,1062798,50000000,4,2.8,6.2,0.0,BOARD,829950,139476,35263,14426,43680
310,11,Bingo Blitz™️ - Bingo Games,788064,10000000,4,1.8,3.9,0.0,BOARD,604370,104216,34581,14116,30778
311,12,Ludo STAR,769196,10000000,4,2.1,4.5,0.0,BOARD,597616,56899,32850,14912,66917
312,13,Chess - Play and Learn,615530,10000000,4,7.8,15.8,0.0,BOARD,493766,68026,19325,7219,27192
313,14,Bingo Showdown Free Bingo Games – Bingo Live Game,598584,5000000,4,0.2,0.4,0.0,BOARD,481850,54404,28767,10827,22734
